Passenger_count,Trip_distance,Tip_amount
0.142857142857,0.0953389830508,0.0
0.142857142857,0.0360169491525,0.0
0.142857142857,0.0648305084746,0.0
0.142857142857,0.0266949152542,0.0504
0.142857142857,0.166949152542,0.0
0.142857142857,0.0813559322034,0.0
0.142857142857,0.0860169491525,0.0
0.142857142857,0.110169491525,0.08
0.142857142857,0.0838983050847,0.0
0.142857142857,0.0436440677966,0.0
0.285714285714,0.0805084745763,0.0784
0.142857142857,0.0881355932203,0.0
0.142857142857,0.104237288136,0.1536
0.142857142857,0.0343220338983,0.0
0.142857142857,0.0648305084746,0.0
0.142857142857,0.039406779661,0.0
0.142857142857,0.0779661016949,0.1056
0.142857142857,0.125423728814,0.1104
0.285714285714,0.0254237288136,0.0
0.142857142857,0.0389830508475,0.08
0.142857142857,0.0381355932203,0.0
0.142857142857,0.0733050847458,0.0824
0.714285714286,0.014406779661,0.0
0.142857142857,0.0983050847458,0.0
0.142857142857,0.0466101694915,0.0
0.142857142857,0.0677966101695,0.0
0.142857142857,0.0436440677966,0.0
0.142857142857,0.0661016949153,0.0
0.142857142857,0.0389830508475,0.0
0.285714285714,0.0216101694915,0.0
0.142857142857,0.128389830508,0.1328
0.142857142857,0.0525423728814,0.0
0.142857142857,0.0932203389831,0.0
0.142857142857,0.0550847457627,0.086
0.142857142857,0.110169491525,0.0
0.142857142857,0.0368644067797,0.0
0.142857142857,0.0508474576271,0.078
0.142857142857,0.0572033898305,0.0
0.285714285714,0.0580508474576,0.0
0.142857142857,0.146610169492,0.0
0.142857142857,0.103389830508,0.0
0.142857142857,0.0254237288136,0.0
0.142857142857,0.143644067797,0.0
0.142857142857,0.165254237288,0.0
0.142857142857,0.0322033898305,0.0
0.285714285714,0.0381355932203,0.0
0.142857142857,0.0555084745763,0.0
0.142857142857,0.124576271186,0.08
0.142857142857,0.0995762711864,0.0864
0.142857142857,0.0364406779661,0.0
0.142857142857,0.0966101694915,0.0
0.714285714286,0.0745762711864,0.0
0.142857142857,0.0741525423729,0.0624
0.142857142857,0.0762711864407,0.0
0.142857142857,0.118220338983,0.0944
0.142857142857,0.0665254237288,0.0784
0.142857142857,0.0381355932203,0.054
0.142857142857,0.0203389830508,0.0
0.142857142857,0.105508474576,0.0
0.142857142857,0.0199152542373,0.0
0.142857142857,0.0156779661017,0.0
0.142857142857,0.0338983050847,0.0
0.142857142857,0.0525423728814,0.0
0.142857142857,0.0372881355932,0.0756
0.142857142857,0.135169491525,0.1184
0.142857142857,0.0563559322034,0.0
0.428571428571,0.0902542372881,0.0
0.142857142857,0.0415254237288,0.0
0.285714285714,0.10593220339,0.0
0.142857142857,0.107203389831,0.0
0.142857142857,0.0851694915254,0.108
0.142857142857,0.0597457627119,0.0
0.142857142857,0.0478813559322,0.0504
0.142857142857,0.127542372881,0.0
0.142857142857,0.118644067797,0.04
0.142857142857,0.000423728813559,0.0
0.142857142857,0.0334745762712,0.0
0.285714285714,0.141101694915,0.08
0.142857142857,0.0805084745763,0.0
0.142857142857,0.0338983050847,0.0
0.142857142857,0.0449152542373,0.0
0.142857142857,0.0389830508475,0.0
0.142857142857,0.117372881356,0.0904
0.142857142857,0.0,0.0
0.142857142857,0.0296610169492,0.046
0.142857142857,0.0783898305085,0.0
0.142857142857,0.13813559322,0.0
0.142857142857,0.0847457627119,0.004
0.142857142857,0.0216101694915,0.0384
0.142857142857,0.071186440678,0.0
0.142857142857,0.0436440677966,0.0
0.142857142857,0.0694915254237,0.0
0.142857142857,0.0550847457627,0.0
0.142857142857,0.0254237288136,0.0
0.142857142857,0.168644067797,0.0
0.142857142857,0.122033898305,0.1184
0.142857142857,0.0669491525424,0.0704
0.0,0.0,0.0
0.142857142857,0.0868644067797,0.2
0.142857142857,0.0762711864407,0.0
0.142857142857,0.0550847457627,0.0
0.142857142857,0.05,0.0
0.142857142857,0.0550847457627,0.0
0.142857142857,0.0597457627119,0.0
0.857142857143,0.0677966101695,0.1176
0.142857142857,0.0868644067797,0.0
0.142857142857,0.139830508475,0.0
0.142857142857,0.0487288135593,0.0
0.142857142857,0.114406779661,0.08
0.285714285714,0.0508474576271,0.07
0.142857142857,0.0766949152542,0.0
0.142857142857,0.0377118644068,0.0
0.285714285714,0.0313559322034,0.0
0.571428571429,0.0932203389831,0.094
0.142857142857,0.131355932203,0.114
0.142857142857,0.0809322033898,0.0
0.142857142857,0.0669491525424,0.0784
0.142857142857,0.0885593220339,0.0
0.142857142857,0.060593220339,0.0
0.142857142857,0.0406779661017,0.0
0.142857142857,0.0330508474576,0.0544
0.142857142857,0.0262711864407,0.0
0.142857142857,0.0444915254237,0.0584
0.142857142857,0.0843220338983,0.0
0.142857142857,0.021186440678,0.0
0.142857142857,0.0381355932203,0.054
0.142857142857,0.102542372881,0.0
0.142857142857,0.0512711864407,0.0
0.142857142857,0.100847457627,0.0
0.142857142857,0.108050847458,0.1232
0.142857142857,0.0245762711864,0.0464
0.142857142857,0.0927966101695,0.1236
0.142857142857,0.106355932203,0.0
0.142857142857,0.0406779661017,0.0
0.285714285714,0.0885593220339,0.0
0.142857142857,0.0775423728814,0.0
0.142857142857,0.0313559322034,0.0504
0.142857142857,0.0466101694915,0.0
0.142857142857,0.0745762711864,0.0
0.142857142857,0.0317796610169,0.058
0.142857142857,0.0762711864407,0.0
0.142857142857,0.0423728813559,0.0
0.142857142857,0.021186440678,0.0
0.142857142857,0.177966101695,0.0
0.142857142857,0.0127118644068,0.0
0.142857142857,0.0406779661017,0.0
0.142857142857,0.0656779661017,0.0
0.142857142857,0.046186440678,0.08
0.142857142857,0.0254237288136,0.0
0.285714285714,0.108898305085,0.0
0.142857142857,0.0648305084746,0.0
0.142857142857,0.0889830508475,0.0
0.142857142857,0.0661016949153,0.0
0.142857142857,0.101694915254,0.0864
0.142857142857,0.0817796610169,0.0704
0.142857142857,0.114406779661,0.1296
0.142857142857,0.0381355932203,0.0
0.142857142857,0.0406779661017,0.0544
0.142857142857,0.00423728813559,0.0
0.142857142857,0.021186440678,0.042
0.142857142857,0.0741525423729,0.0
0.142857142857,0.0673728813559,0.04
0.142857142857,0.137711864407,0.0
0.285714285714,0.0419491525424,0.0
0.142857142857,0.0525423728814,0.0544
0.142857142857,0.0470338983051,0.0
0.142857142857,0.0593220338983,0.04
0.142857142857,0.0169491525424,0.0
0.142857142857,0.0677966101695,0.07
0.142857142857,0.147033898305,0.08
0.142857142857,0.170762711864,0.04
0.142857142857,0.0309322033898,0.0
0.142857142857,0.0525423728814,0.0
0.142857142857,0.0317796610169,0.0
0.142857142857,0.152542372881,0.118
0.142857142857,0.0584745762712,0.12
0.142857142857,0.039406779661,0.0696
0.142857142857,0.147033898305,0.0
0.142857142857,0.0783898305085,0.0864
0.142857142857,0.165677966102,0.0
0.285714285714,0.100847457627,0.0
0.142857142857,0.0423728813559,0.058
0.428571428571,0.116949152542,0.1024
0.142857142857,0.046186440678,0.0
0.142857142857,0.152542372881,0.0
0.142857142857,0.0457627118644,0.0
0.142857142857,0.0851694915254,0.0
0.142857142857,0.0432203389831,0.0
0.142857142857,0.0165254237288,0.0
0.142857142857,0.0953389830508,0.18
0.142857142857,0.0572033898305,0.0
0.142857142857,0.0529661016949,0.0544
0.285714285714,0.127118644068,0.098
0.142857142857,0.0677966101695,0.0
0.142857142857,0.107627118644,0.0
0.142857142857,0.0199152542373,0.0
0.142857142857,0.0885593220339,0.0864
0.142857142857,0.00889830508475,0.0384
0.142857142857,0.0881355932203,0.1032
0.142857142857,0.039406779661,0.0
0.142857142857,0.119491525424,0.0
0.142857142857,0.0885593220339,0.0784
0.142857142857,0.114830508475,0.0
0.142857142857,0.102542372881,0.0
0.142857142857,0.0292372881356,0.0
0.142857142857,0.0614406779661,0.0
0.142857142857,0.035593220339,0.0
0.142857142857,0.0021186440678,0.08
0.142857142857,0.0805084745763,0.0
0.857142857143,0.0851694915254,0.0
0.142857142857,0.0347457627119,0.0464
0.142857142857,0.0258474576271,0.0
0.142857142857,0.0,0.2
0.142857142857,0.0423728813559,0.0
0.142857142857,0.11906779661,0.0984
0.714285714286,0.0694915254237,0.0
0.142857142857,0.0330508474576,0.0464
0.142857142857,0.0173728813559,0.0
0.714285714286,0.0381355932203,0.0
0.142857142857,0.1,0.118
0.142857142857,0.0470338983051,0.078
0.142857142857,0.0203389830508,0.0
0.142857142857,0.0593220338983,0.0
0.142857142857,0.0546610169492,0.0
0.857142857143,0.0762711864407,0.0
0.142857142857,0.0720338983051,0.0624
0.142857142857,0.0449152542373,0.0
0.142857142857,0.0449152542373,0.0624
0.142857142857,0.0279661016949,0.0
0.142857142857,0.039406779661,0.0876
0.142857142857,0.0385593220339,0.0
0.142857142857,0.169915254237,0.0
0.142857142857,0.122881355932,0.0
0.142857142857,0.0889830508475,0.0864
0.142857142857,0.0864406779661,0.0984
0.714285714286,0.0601694915254,0.1056
0.142857142857,0.114406779661,0.0
0.285714285714,0.114406779661,0.0
0.142857142857,0.0487288135593,0.0
0.857142857143,0.0703389830508,0.0
0.142857142857,0.132203389831,0.0
0.142857142857,0.0762711864407,0.0
0.142857142857,0.123305084746,0.0
0.142857142857,0.0923728813559,0.0
0.285714285714,0.0364406779661,0.0
0.142857142857,0.0983050847458,0.0
0.142857142857,0.0254237288136,0.0
0.142857142857,0.0169491525424,0.0
0.142857142857,0.0300847457627,0.08
0.142857142857,0.0966101694915,0.0
0.142857142857,0.561016949153,0.0
0.142857142857,0.0877118644068,0.0
0.142857142857,0.0161016949153,0.0
0.142857142857,0.0576271186441,0.0
0.285714285714,0.0809322033898,0.0
0.285714285714,0.119491525424,0.0
0.142857142857,0.139830508475,0.0
0.142857142857,0.0851694915254,0.0
0.142857142857,0.0262711864407,0.0
0.142857142857,0.186440677966,0.0
0.142857142857,0.0877118644068,0.0
0.142857142857,0.0978813559322,0.0
0.142857142857,0.0978813559322,0.0
0.142857142857,0.157627118644,0.1432
0.142857142857,0.0364406779661,0.0
0.285714285714,0.0682203389831,0.0
0.142857142857,0.0677966101695,0.07
0.142857142857,0.0275423728814,0.0
0.714285714286,0.0737288135593,0.1236
0.142857142857,0.0885593220339,0.0928
0.142857142857,0.101694915254,0.098
0.428571428571,0.0423728813559,0.0
0.142857142857,0.0978813559322,0.0
0.571428571429,0.0381355932203,0.0
0.142857142857,0.0300847457627,0.0
0.142857142857,0.0970338983051,0.0
0.285714285714,0.0381355932203,0.05
0.142857142857,0.0423728813559,0.0
0.142857142857,0.0504237288136,0.0
0.857142857143,0.0360169491525,0.0
0.142857142857,0.021186440678,0.0
0.142857142857,0.039406779661,0.0
0.142857142857,0.0491525423729,0.0
0.428571428571,0.0402542372881,0.0876
0.142857142857,0.0677966101695,0.0
0.142857142857,0.0567796610169,0.0
0.142857142857,0.127118644068,0.0
0.428571428571,0.0398305084746,0.0
0.428571428571,0.0127118644068,0.0
0.142857142857,0.0508474576271,0.0
0.142857142857,0.0572033898305,0.0
0.142857142857,0.039406779661,0.0632
0.285714285714,0.114406779661,0.138
0.142857142857,0.0169491525424,0.0
0.142857142857,0.0169491525424,0.0
0.142857142857,0.132627118644,0.0
0.142857142857,0.0351694915254,0.0
0.142857142857,0.021186440678,0.068
0.142857142857,0.102118644068,0.0
0.142857142857,0.161016949153,0.0
0.142857142857,0.0368644067797,0.0
0.285714285714,0.107203389831,0.0864
0.142857142857,0.0470338983051,0.0
0.142857142857,0.0576271186441,0.0
0.142857142857,0.0508474576271,0.058
0.285714285714,0.0677966101695,0.0
0.142857142857,0.110169491525,0.08
0.142857142857,0.0169491525424,0.0
0.142857142857,0.0415254237288,0.0
0.142857142857,0.0300847457627,0.0
0.142857142857,0.197457627119,0.0
0.714285714286,0.136440677966,0.0
0.142857142857,0.0864406779661,0.0
0.142857142857,0.105508474576,0.0984
0.142857142857,0.0593220338983,0.04
0.714285714286,0.103813559322,0.0944
0.142857142857,0.0847457627119,0.04
0.142857142857,0.039406779661,0.0
0.142857142857,0.0508474576271,0.054
0.285714285714,0.0932203389831,0.1236
0.142857142857,0.0381355932203,0.0
0.142857142857,0.109322033898,0.0
0.142857142857,0.13093220339,0.1104
0.142857142857,0.0470338983051,0.078
0.142857142857,0.0614406779661,0.0624
0.142857142857,0.126694915254,0.12
0.142857142857,0.0762711864407,0.0
0.142857142857,0.0508474576271,0.0
0.142857142857,0.0580508474576,0.0
0.142857142857,0.0279661016949,0.0
0.142857142857,0.0766949152542,0.0832
0.142857142857,0.122881355932,0.0
0.428571428571,0.071186440678,0.0832
0.142857142857,0.0228813559322,0.08
0.142857142857,0.0508474576271,0.0
0.142857142857,0.120338983051,0.0
0.142857142857,0.0957627118644,0.0
0.142857142857,0.154661016949,0.0
0.285714285714,0.0512711864407,0.0
0.714285714286,0.0546610169492,0.0
0.285714285714,0.0699152542373,0.0
0.142857142857,0.0555084745763,0.0744
0.142857142857,0.131355932203,0.0
0.142857142857,0.0970338983051,0.0984
0.142857142857,0.108474576271,0.138
0.428571428571,0.0593220338983,0.0
0.285714285714,0.110169491525,0.094
