,col1,col2
0,-4.67060778799,0.876069064648
1,-10.8309437012,0.554101009653
2,-6.18525972248,0.748475791379
3,-10.1896019486,-1.14823329979
4,0.808985789475,1.56115735544
5,-7.17480778606,0.869341277668
6,-5.76919871711,0.993806909505
7,-1.62312788557,-1.31321702592
8,-6.47110945761,0.931599729992
9,-9.73950312396,0.436158073555
10,-4.54913378106,-1.5104865515
11,-4.7009967833,0.875197426872
12,1.20884270902,-3.31981690262
13,-10.4718028598,0.373079256265
14,-5.85857811509,0.991243268986
15,-9.75737900355,0.435645345451
16,-5.07846977613,-2.18684550103
17,1.82072459829,-1.94326120545
18,-12.2585831627,0.436740746069
19,-9.54614347048,-2.00328982814
20,-10.8220057614,0.554357373705
21,-3.80959737849,-1.57297967491
22,-14.0087001416,0.0922081072618
23,-5.71735866628,0.995293821006
24,-8.34104440684,0.560418614149
25,-8.61795620217,0.743798916814
26,-9.73950312396,0.436158073555
27,-6.1798969586,0.74862960981
28,-9.75916659151,0.435594072641
29,-12.2746714543,0.436279290775
30,1.58797615559,-2.6530481468
31,-9.7019637768,0.437234802573
32,-5.0458369211,1.05662936274
33,-7.97234687243,-2.05106350066
34,-18.7268825253,0.170921440831
35,-11.520341326,0.492252739812
36,-7.45714682358,-1.75812718632
37,-7.96967310046,0.804467912016
38,-8.289783693,0.569626167627
39,1.08947276072,1.37787959839
40,-4.63664361675,0.877043248045
41,-11.8952878083,0.248100896325
42,-0.308985956396,1.2536190578
43,1.49480823833,1.62290307966
44,-11.5400047936,0.491688738898
45,-11.1456915299,0.319413083695
46,-8.99647786039,0.499544527706
47,0.516568507149,-1.12562130399
48,-2.59916408078,-1.38083158109
49,-11.1558377207,0.311384804856
50,-4.33856341672,1.11899036069
51,-7.8843986384,0.837862847631
52,-7.34394677928,-1.06111816152
53,-6.50328604088,0.930676819405
54,-1.3013493443,-1.7289396511
55,-4.61112002266,-1.52000174184
56,-9.37641068049,-1.1890723206
57,-13.6689756585,0.304400653825
58,-2.22210566747,1.30591953609
59,-12.2848176451,0.428251011936
60,-13.3223479328,0.123019990765
61,-11.5328544417,0.49189383014
62,-9.00899097611,0.499185618034
63,-9.64123710205,-1.87617089454
64,3.407681595,-2.04967852688
65,-8.29992988377,0.561597888788
66,-5.05235835896,1.07191682826
67,-9.42175945637,0.67866918711
68,-4.29624064268,1.12794155011
69,-4.98684651843,1.05832136548
70,-2.55490212374,-2.25038754711
71,-8.28562918009,0.562008071271
72,-9.77354094324,-0.902902181667
73,-0.743205492174,1.43248735315
74,-1.36720607951,0.15001785828
75,-23.2407977196,0.137194365071
76,-11.5346420297,0.491842557329
77,1.60893468459,-0.811080183718
78,-3.34722776518,0.998176147207
79,-11.5328544417,0.49189383014
80,-8.34819475868,0.560213522908
81,-9.75916659151,0.435594072641
82,-2.07784575704,-1.67524389869
83,-13.3884886873,0.121122896781
84,-10.9580049133,-1.08250118074
85,-5.10840249969,1.05483481438
86,1.05372100152,1.37685414218
87,-4.26905785755,0.57822146875
