,col1,col2
0,-0.00565205896462,-0.0218550104747
1,-0.00117791026145,-0.0124974930651
2,-0.00163966957032,-0.0190555375019
3,0.0435216476715,-0.0221835745929
4,-0.0156605424935,-0.0271533069169
5,-0.00816328261731,-0.0205521672513
6,-0.00786499021877,-0.0211285772453
7,0.0162550665456,-0.0320163744905
8,-0.0080326248113,-0.0208810501601
9,0.00172914791676,-0.0148848347587
10,0.0251670270958,-0.0212190362299
11,-0.00455577173693,-0.0212387185879
12,0.04256116547,-0.0428067020422
13,0.00397131576996,-0.0125382714723
14,-0.00465496297918,-0.0190740117331
15,0.00259207468041,-0.0142678291113
16,0.0392939726626,-0.0391218267571
17,0.0204464161025,-0.0350457997012
18,-0.0048596501516,0.0355380471351
19,0.0691801422226,-0.034881900266
20,-0.00166325874153,-0.012934391255
21,0.0263557374287,-0.0311895767381
22,-0.00837175367865,0.509586106389
23,-0.0101426711817,-0.0223278221052
24,0.00103885505551,-0.0163491977379
25,-0.00665854981064,-0.01873913105
26,0.00172914791676,-0.0148848347587
27,-0.00182387529179,-0.0191708947766
28,0.00267951324401,-0.0142033560201
29,-0.00307549747845,0.0376195781727
30,0.0288979484452,-0.0398050867027
31,-7.36227896551e-05,-0.0160455285315
32,-0.00855612607174,-0.0218122546383
33,0.0539291295464,-0.0365963307784
34,-1.11247445632,0.958217659776
35,-0.00161667562782,-0.0116761558648
36,0.0431176907824,-0.032107967984
37,-0.0042686978186,-0.0177230958932
38,-0.00303570894837,-0.00172215523961
39,-0.00954991494229,-0.0251448568201
40,-0.00700670214979,-0.0225969990994
41,0.00754224329792,-0.00741986823534
42,-0.0102193261246,-0.0252802262338
43,-0.0145236230697,-0.0267403365735
44,-0.000400985092711,-0.0105996352336
45,0.000114918023431,0.019113984963
46,-0.000586462949158,-0.016975495373
47,0.0124293330892,-0.031494134531
48,0.0182137753147,-0.0327973896193
49,0.00388892883817,-0.0116230616533
50,-0.00859237915349,-0.0221011946972
51,-0.0436737692674,0.106283192868
52,0.019755366927,-0.0299683408431
53,-0.00670138601671,-0.020122401455
54,0.0203564281743,-0.0351245808624
55,0.0275967298818,-0.0304887943702
56,0.0372701197236,-0.0250036887967
57,0.00350277254062,0.0012177065783
58,-0.00855128627076,-0.0227353243389
59,0.00315670511543,-0.00515421942447
60,0.0142309355318,0.00293578934348
61,-0.000845626744536,-0.0110102541727
62,-3.11977251713e-05,-0.0166289266503
63,0.0648875153781,-0.0329145961952
64,0.0199108816771,-0.0355090222606
65,-0.000648383997643,-0.0174824220955
66,-0.0142861712321,0.00318344332424
67,-0.00196678409325,-0.0147826079311
68,-0.0115305564102,-0.0140927427996
69,-0.0111516348213,-0.0231541846385
70,0.0342372388528,-0.0365356547234
71,-0.00123991445654,-0.0178512537951
72,0.0253769776103,-0.0254374417137
73,-0.0106765862362,-0.0242695249397
74,0.000290463535119,-0.0271046720427
75,0.378582569349,1.89317005268
76,-0.000734829505581,-0.0109097830219
