Payment_type,Dropoff_longitude,Dropoff_latitude
0.0,0.00400947728874,0.985865106197
0.25,0.00330441480001,0.986080708764
0.25,0.0021119994815,0.982689951186
0.0,0.00319355459056,0.984409326934
0.0,0.00307055952384,0.985172888822
0.0,0.00309596068918,0.984250024583
0.0,0.00346155234561,0.983990858401
0.25,0.00318265376145,0.986818981573
0.25,0.00326245662979,0.984352472657
0.25,0.00291177642766,0.986707396352
0.25,0.00375340883191,0.986263177346
0.25,0.00403631817605,0.98624813305
0.0,0.00330472334075,0.984535587239
0.0,0.00283876091632,0.986772464746
0.25,0.00276934477732,0.984622714471
0.0,0.00308660229417,0.985446730088
0.25,0.00349147850549,0.983974522105
0.0,0.0064647523991,0.984967069402
0.25,0.00333002165918,0.987146169845
0.0,0.00265745623354,0.984808874688
0.25,0.00357971414664,0.988014764048
0.25,0.00337516781408,0.988327277236
0.25,0.00285387819923,0.984334382726
0.25,0.00235079100506,0.984923782816
0.0,0.00484843580808,0.985410457802
0.25,0.00285130729602,0.982940441616
0.0,0.00367000659124,0.98486591357
0.25,0.00336179879388,0.988181819122
0.0,0.00277099019312,0.983715725134
0.0,0.00216485861562,0.982844361842
0.0,0.00390293638,0.985703681
0.0,0.00220157199771,0.983049904231
0.25,0.00400166146261,0.985414887861
0.25,0.00340242008904,0.98719259449
0.0,0.00301194136704,0.984287035051
0.25,0.00359298031993,0.985681068586
0.25,0.00368111311417,0.986278036794
0.0,0.00275669555071,0.985360802674
0.0,0.00385964119992,0.98607138701
0.25,0.00363103071188,0.984244671495
0.25,0.00352027334933,0.986242502931
0.25,0.00350515606642,0.986274160553
0.25,0.00376760049262,0.985823665429
0.25,0.00478436730412,0.984641911796
0.25,0.00263719700941,0.985908669571
0.25,0.00352726640017,0.9856966667
0.25,0.00310243950546,0.984429078076
0.0,0.00438329615895,0.986112735355
0.25,0.00305636772835,0.985074224807
0.25,0.00266722588141,0.985186733058
0.25,0.0027917636518,0.983948033208
0.25,0.00363421869656,0.986336736888
0.0,0.00294951827887,0.984469596057
0.0,0.00342339924155,0.988509376364
0.25,0.00232754949008,0.985108281821
0.25,0.00307714118703,0.984504760465
0.25,0.0035559583971,0.988172774157
0.25,0.00346587164633,0.988432032763
0.25,0.00518009081425,0.984852069092
0.0,0.00282426071488,0.985447652876
0.25,0.00350844689802,0.982935457739
0.25,0.00266126129969,0.984402496997
0.25,0.00316455405289,0.987352173628
0.0,0.00321473943689,0.985081331531
0.25,0.00315025954528,0.9854547596
0.25,0.00254556768975,0.985209807107
0.25,0.00352726640017,0.988711042513
0.25,0.00345764456734,0.984014855238
0.25,0.00332837624338,0.987993628482
0.0,0.00352767778781,0.986107013055
0.25,0.00381017574431,0.987735662117
0.25,0.00386560591643,0.988753037099
0.25,0.00322306936278,0.98420304612
0.0,0.00336508962547,0.98482161153
0.0,0.00255451456233,0.984282697174
0.0,0.00270712738297,0.98616608236
0.0,0.0024030331925,0.984168989106
0.0,0.00247440328804,0.983245386444
0.0,0.00265611935847,0.98446055085
0.0,0.00330739709087,0.987527443062
0.25,0.00264017930027,0.983750151361
0.25,0.00374579869961,0.987605248299
0.0,0.00296689805904,0.987213268662
0.25,0.00305204856243,0.985191809358
0.25,0.0044598081957,0.985967646695
0.25,0.00337136288272,0.987239388347
0.25,0.00334544748282,0.986203738828
0.25,0.00286148833154,0.986632544568
0.25,0.00349024447734,0.984921383181
0.0,0.00379331019869,0.985200300506
0.25,0.00272173043132,0.985987028626
0.25,0.0038494601644,0.988811090951
0.25,0.00309678332968,0.985538564167
0.0,0.00283516154399,0.984357456776
0.25,0.00387732952083,0.985588403901
0.25,0.00324456261506,0.987281659722
0.25,0.00333619193472,0.985181749181
0.25,0.00247563731619,0.986101290754
0.0,0.00309678332968,0.984135208879
0.0,0.00386591432237,0.988965132395
0.25,0.00447801061638,0.985441561364
0.0,0.00267154518212,0.983882410996
0.25,0.00474251184602,0.984543340205
0.0,0.002892134285,0.987036060987
0.0,0.00360830329666,0.985678115133
0.0,0.00321679624033,0.983381245532
0.25,0.00274291527765,0.98452543488
0.0,0.00304546676445,0.986490224513
0.0,0.00325844586982,0.986593042041
0.25,0.00408475529734,0.983904008199
0.0,0.0030626408508,0.986620822937
0.25,0.00450505719752,0.985384799511
0.0,0.00353436229791,0.9861540837
0.25,0.00337629913011,0.984194739579
0.25,0.00325926864511,0.987622969018
0.25,0.00429331225509,0.985876181586
0.0,0.00349466649017,0.986079139734
0.0,0.00326975808657,0.985267030354
0.25,0.00392268136956,0.985578066694
0.25,0.00227026834313,0.983467357553
0.25,0.00378220367576,0.986091415183
0.0,0.00317319251952,0.983466895917
0.0,0.00320486694211,0.9843050328
0.0,0.0054347195491,0.984721932304
0.25,0.00315437301737,0.987182072677
0.0,0.00271185793654,0.984825488013
0.25,0.00411139049083,0.985869997892
0.25,0.00378364339773,0.984376192707
0.25,0.00424415534021,0.985854584384
0.0,0.00279495163648,0.986544032913
0.25,0.00329392522376,0.987393614397
0.25,0.00276533401734,0.985473126561
0.25,0.00436241985336,0.985930635985
0.0,0.00378899103277,0.985826803488
0.25,0.00351924488021,0.986215368035
0.25,0.0027674936677,0.984085738357
0.25,0.00296113903636,0.986904447351
0.25,0.00229525812082,0.98488049623
0.25,0.00411303590663,0.985557761734
0.25,0.00428775892623,0.985935620104
0.25,0.00398767549573,0.986144485158
0.0,0.00326986093348,0.987329192003
0.25,0.00312382991082,0.984336136362
0.25,0.00260541973992,0.985059641905
0.25,0.00346432907744,0.987614108658
0.25,0.00347996059491,0.988094415344
0.25,0.00271936508714,0.983938988243
0.0,0.00366095673696,0.986121964927
0.25,0.0038460664859,0.986557600361
0.25,0.00439563671003,0.985941896222
0.25,0.00344921179453,0.987196839943
0.25,0.00328220161936,0.985081977531
0.0,0.00283886376323,0.984283712386
0.0,0.00311210630642,0.98470476516
0.0,0.004479861726,0.988106044551
0.25,0.00273705340806,0.984469872845
0.25,0.00359925344238,0.986357226454
0.25,0.00339162210684,0.988130318176
0.25,0.00447574811911,0.985816281675
0.25,0.00408958869782,0.985979645114
0.25,0.00370322344791,0.984204799756
0.25,0.00367895346381,0.986707857745
0.25,0.00452809315347,0.985436392881
0.0,0.00259585578587,0.98515544489
0.0,0.00277356123112,0.984101244046
0.25,0.00264295589731,0.985065733417
0.25,0.00306552042954,0.983715817316
0.25,0.00495405122941,0.985981675537
0.0,0.00292761363895,0.984430924136
0.25,0.00259421037007,0.983777101651
0.25,0.00339018225008,0.987493293623
0.0,0.0032984500835,0.984896278708
0.25,0.00284801646443,0.984291649958
0.0,0.00262907277734,0.98429266517
0.25,0.00233515962239,0.982958993182
0.0,0.00351739390538,0.988595580566
0.25,0.00320281013866,0.984036083228
0.0,0.00411025930959,0.986305817932
0.0,0.00404979004317,0.988528573931
0.0,0.00316640516251,0.987498831318
0.0,0.00291876947849,0.986967023928
0.0,0.00252376589674,0.984440522919
0.25,0.00326903829298,0.986986405859
0.25,0.00419150189991,0.985864644561
0.25,0.00362362627339,0.9880062729
0.25,0.0034715278221,0.984920829363
0.25,0.00336714642892,0.983551531089
0.0,0.00240704381769,0.9853299759
0.0,0.00320239875101,0.987302241712
0.25,0.00361858717909,0.988719718266
0.0,0.00461992803216,0.98880693768
0.25,0.00329515925191,0.987195270913
0.0,0.00331151069776,0.985906731572
0.25,0.00424466943998,0.985905254724
0.0,0.00534679231389,0.984383668643
0.25,0.0048987239042,0.984825580195
0.0,0.00318069980492,0.986448045563
0.0,0.00389604617607,0.985051981363
0.0,0.00299353325253,0.98410235144
0.25,0.0042315061136,0.985947249311
0.0,0.00367422291025,0.986189432956
0.0,0.00338339489306,0.986999881125
0.25,0.00438031386809,0.986028100182
0.0,0.00462681823608,0.989400952435
0.25,0.00277788039704,0.984529218939
0.0,0.0038761982048,0.984678922505
0.0,0.00323818664569,0.98779814627
0.0,0.00327839655321,0.986649896075
0.25,0.00480678604381,0.986256532016
0.25,0.00360336704927,0.985766257576
0.0,0.00316116037438,0.986607809307
0.25,0.00350525891333,0.986126210621
0.0,0.00337424232667,0.987937051235
0.25,0.00323314755139,0.98452515785
0.25,0.00384380398863,0.988745468739
0.25,0.0026354487467,0.983887118085
0.25,0.0067256543912,0.985155537314
0.25,0.00210480073684,0.982665954349
0.0,0.00381130706034,0.986002811345
0.25,0.0033620044877,0.987781902156
0.25,0.00370404622321,0.986327230528
0.0,0.00363329307435,0.985776871571
0.25,0.00361920426056,0.985801514409
0.0,0.00439676802606,0.986380577291
0.25,0.00275505013491,0.983866628519
0.25,0.00240498714904,0.984825580195
0.0,0.00557221495205,0.984850961456
0.25,0.00444170848714,0.987681761294
0.25,0.00393409643323,0.985847754448
0.0,0.00283567577855,0.986730100947
0.25,0.00406141080066,0.985290935009
0.25,0.00405966253795,0.985869905468
0.25,0.00330986528197,0.987583927885
0.0,0.00318964681229,0.986806429578
0.25,0.00330832271308,0.987082024239
0.25,0.00392514942586,0.98778236355
0.0,0.00310459915581,0.984042636376
0.0,0.00358578157527,0.987892933802
0.0,0.00321309402109,0.985411196226
0.25,0.0029004642109,0.983357894937
0.0,0.00392741192313,0.989722971982
0.25,0.00310675867138,0.984056203825
0.25,0.00311519144419,0.987201916244
0.25,0.00345054866959,0.986223028577
0.25,0.00377788437504,0.989210085129
0.25,0.00240262180486,0.984977591215
0.0,0.00314388344112,0.986881834938
0.0,0.0024740947473,0.985273306472
0.0,0.00369623039708,0.986763973356
0.25,0.00326533607374,0.987197024549
0.25,0.00288812352503,0.984324045761
0.25,0.00327438592802,0.983544055154
0.25,0.00346186088635,0.988424003009
0.25,0.00270599606694,0.984560968742
0.0,0.00389080138795,0.984228796593
0.0,0.00328641807316,0.983806544001
0.0,0.00353137987226,0.986233734996
0.0,0.00255852532231,0.983351341789
0.25,0.00341815445342,0.987036245593
0.0,0.00379516130831,0.984422155958
0.25,0.00306078974118,0.985183410393
0.25,0.00418420030834,0.985662701867
0.25,0.00439018636287,0.98919457944
0.25,0.00318707577428,0.983647241651
0.0,0.00310254235237,0.984029991716
0.25,0.00277263560891,0.985342620561
0.25,0.00361210836281,0.984494515682
0.0,0.00361683891638,0.985789054596
0.25,0.00525382611917,0.984129024943
0.25,0.00322461193167,0.984433046983
0.0,0.00315642982082,0.986351781183
0.0,0.00337804739282,0.985944941857
0.25,0.00428601066352,0.985540133197
0.0,0.00228775097022,0.983295687572
0.0,0.0028544952807,0.98679858443
0.25,0.00306222959795,0.984652618215
0.25,0.00359287747302,0.986052835444
0.25,0.00360922878408,0.984213567691
0.25,0.00411468132242,0.98587664298
0.0,0.00366784694088,0.985894640729
0.25,0.00280245878708,0.984153206386
0.25,0.00483043908123,0.984954701772
0.25,0.00453734856678,0.984527003909
0.0,0.00392360685698,0.986179372779
0.25,0.00514759375116,0.98389930111
0.0,0.00267144233521,0.985864644561
0.25,0.002297623465,0.984977683397
0.0,0.0043561467309,0.986427924966
0.0,0.00369006012154,0.985865013773
0.0,0.00334616727641,0.987273537786
0.25,0.00299733831869,0.984962639343
0.0,0.00317730612641,0.986828118962
0.0,0.0032967018208,0.987522920579
0.0,0.00339974633892,0.984660647968
0.25,0.00238729882812,0.984220397628
0.25,0.00321453374306,0.985068779294
0.25,0.00327633974976,0.987472896239
0.0,0.00361642752873,0.98368646739
0.25,0.00357446935851,0.984003964455
0.25,0.00331706402662,0.985073763171
0.0,0.00321576777121,0.98358032744
0.0,0.00280821780977,0.984065618002
0.0,0.00334328783246,0.987310179042
0.25,0.00454670696179,0.989532750677
0.0,0.00345527922316,0.984880588412
0.0,0.00313020601498,0.984169358076
0.0,0.00354999368059,0.984815704624
0.0,0.00384647787355,0.98642866339
0.25,0.00413833422505,0.985938296527
0.25,0.00331253903209,0.98402980711
0.0,0.00310511325558,0.985264630718
0.25,0.00300679942582,0.987060242431
0.25,0.00380739914727,0.985698051123
0.25,0.00277860032542,0.986530465464
0.0,0.00302387066526,0.985136247324
0.0,0.00334544748282,0.988161237374
0.0,0.00316074912153,0.986546894184
0.0,0.00554794496795,0.983402012129
0.25,0.00335737678105,0.986936381761
0.25,0.00310151388325,0.98469931989
0.25,0.00254597894261,0.984136408697
0.0,0.00390139367632,0.985931189803
0.0,0.00378282062244,0.98663420578
0.0,0.00298736297699,0.984500699618
0.25,0.00214953563889,0.982851376384
0.0,0.0032508358723,0.987163982746
0.0,0.00293018454216,0.984392252214
0.25,0.0037399369648,0.985810282586
0.0,0.0030033029004,0.98422741217
0.25,0.00454896932427,0.985693436216
0.25,0.00313051442092,0.983439391808
0.0,0.00397913987601,0.985869167044
0.25,0.00323582130151,0.98774498387
0.25,0.00335079511786,0.987632475619
0.25,0.00397368939406,0.985520751024
0.25,0.00525865951965,0.987001080943
0.0,0.00282714015883,0.986251271109
0.0,0.00355359305292,0.984823088378
0.25,0.00383002371558,0.985663624655
0.0,0.00333156422806,0.986010933281
0.25,0.00310593603087,0.98188522556
0.0,0.00383825079456,0.985834371606
0.25,0.00324024344914,0.984200461879
0.25,0.00327274051222,0.98734017521
0.25,0.00329084008599,0.988016333078
0.25,0.00325371531625,0.985925098291
0.25,0.00317010738175,0.98533246796
0.25,0.00276307165487,0.984752666653
0.25,0.00393821004012,0.985692697793
0.25,0.00338082398985,0.98627849843
0.0,0.00310902116865,0.98521497559
0.25,0.00371741524341,0.986356026636
0.25,0.00318676723355,0.985342528137
0.0,0.00315817808353,0.985797176532
0.0,0.00379536700213,0.984967715644
0.25,0.00379690957102,0.98648597906
0.0,0.00335336602107,0.988183572758
0.25,0.00442905939532,0.985913284478
0.25,0.00341692042527,0.987188902613
0.25,0.00355811804746,0.986438538962
0.25,0.00338185232418,0.987402659362
0.25,0.00559957007392,0.984904216037
0.25,0.00347718386308,0.986441031021
0.25,0.00367535422628,0.987974430915
0.25,0.00283937799779,0.986588703922
0.0,0.00342525035117,0.984636097313
0.25,0.00318913257773,0.987753290412
0.25,0.00437434915158,0.985646919147
0.0,0.00394767114725,0.983099097966
0.25,0.00354361771123,0.986446384109
0.25,0.00227417625619,0.982947456158
0.25,0.00239357195058,0.984049281465
0.0,0.00292843627945,0.984539925116
0.25,0.00329114862673,0.988001289024
0.0,0.00339532419129,0.987510922161
0.25,0.00370959941728,0.98652308171
0.0,0.00383557690965,0.987419826264
0.0,0.00364717632911,0.984286481475
0.25,0.00336735212274,0.986961578416
0.25,0.00339604411967,0.986506653233
0.0,0.00271144654889,0.985187563906
0.25,0.00356541950423,0.984843116308
0.25,0.00368790047118,0.986030038424
0.25,0.0022700626493,0.983048519808
0.0,0.00273561368608,0.984334936544
0.25,0.00319818243201,0.983972307076
0.0,0.00369108845586,0.986175404114
0.0,0.00330163820298,0.98396520011
0.25,0.00245383552318,0.985699712335
0.25,0.0054146660188,0.98687491282
0.0,0.00237866036149,0.982745697827
0.0,0.0025075172978,0.984380161372
0.25,0.00449960671557,0.985368186428
0.0,0.00286508770387,0.984269591362
0.25,0.00546721661219,0.986123626138
0.25,0.00335305748034,0.984023808022
0.0,0.002904577683,0.984119333977
0.0,0.0037691430615,0.982080799954
0.25,0.00391990477253,0.98613220971
0.25,0.00408012745589,0.98842086495
0.25,0.00306819417966,0.987566114983
0.0,0.00225525390713,0.982968591724
0.0,0.00367124061939,0.988867668197
0.0,0.00356202582573,0.985737830438
0.25,0.00400968298257,0.985847939054
0.25,0.00314316364753,0.987388076702
0.25,0.00331634409824,0.987030707899
0.0,0.00323273616374,0.986774495169
0.25,0.0037306814167,0.983119033714
0.25,0.0032575203824,0.983584849922
0.25,0.00298561471428,0.984999649811
0.25,0.00404557372416,0.985754905158
0.25,0.0040660386421,0.986321692834
0.0,0.00257641933704,0.984255470096
0.25,0.00364388549752,0.985677469133
0.25,0.00533445176281,0.986136455405
0.25,0.00316928474125,0.98460462454
0.25,0.0037373659268,0.98749947756
0.25,0.00322677158203,0.987304641347
0.0,0.00363936063777,0.988375178487
0.5,0.00286570465055,0.984373239253
0.0,0.00305451661873,0.985000111447
0.25,0.00482581123978,0.98495368656
0.25,0.00405359510932,0.985358864432
0.25,0.00328436126971,0.983420840483
0.25,0.00330472334075,0.987705112131
0.0,0.00326657010189,0.983539440489
0.5,0.00309092159488,0.985236018974
0.25,0.00363822932174,0.983678160849
0.0,0.00315786954279,0.984493315864
0.0,0.00271874814047,0.984443660978
0.0,0.00269776898796,0.983976737135
0.25,0.00342329639463,0.987001265549
0.25,0.00387938618949,0.988519528965
0.0,0.0035083440511,0.985801145197
0.25,0.00418276058637,0.985895471335
0.0,0.00311745394145,0.985895102123
0.0,0.00325978274488,0.987159460263
0.0,0.00358084532788,0.986192571015
0.25,0.00311601421948,0.986661709888
0.0,0.00245126448518,0.985564406822
0.25,0.00374065675839,0.9862782214
0.25,0.00365108424218,0.986502499962
0.25,0.00322975387288,0.98786312224
0.25,0.00405719448165,0.986024962123
0.25,0.00334256790408,0.984931720146
0.0,0.00213740064684,0.983153921577
0.25,0.00337640197702,0.984235072711
0.25,0.00299343040562,0.984454090367
0.0,0.00285644923723,0.986942380849
0.25,0.00419962613198,0.985898424788
0.0,0.00484535067031,0.988710580877
0.25,0.00391836206885,0.985426978704
0.25,0.00317370675408,0.987604417693
0.0,0.00242956553908,0.985782316842
0.0,0.00497626441007,0.98541230362
0.0,0.00277479525927,0.985234542369
0.25,0.00311478019133,0.984189940066
0.25,0.00337156844175,0.988037561068
0.25,0.00371679816194,0.984912892033
0.0,0.00458547714733,0.988867944985
0.25,0.00307950639642,0.983309624232
0.25,0.00414913234204,0.988144624048
0.25,0.00329814167756,0.985983152385
0.25,0.00302469344056,0.985174827063
0.0,0.00280996607248,0.985385722541
0.25,0.00477727140637,0.986196262892
0.0,0.00356953311112,0.984619114776
0.25,0.00332477687105,0.987110266771
0.0,0.00242123561318,0.985703496394
0.0,0.00319540570018,0.986630329297
0.5,0.00318327070813,0.98739656785
0.25,0.0030919499292,0.985049766333
0.25,0.00324209455876,0.984528203727
0.0,0.00299219637747,0.9841758188
0.25,0.00525002105302,0.984894802102
0.25,0.00297296548767,0.986084308217
0.25,0.00373777731445,0.984722855091
0.0,0.00323263331683,0.98665607977
0.25,0.00358578157527,0.987893487619
0.0,0.00339892356362,0.988364656916
0.25,0.00391435144366,0.988407943502
0.25,0.00362311203883,0.986082831611
0.25,0.00299137360218,0.984462489091
0.25,0.00257055746744,0.985126464176
0.0,0.00312167039526,0.985845078025
0.25,0.0033662209415,0.987459698003
0.0,0.00284997042096,0.986144761946
0.25,0.00322039547787,0.987769073132
0.25,0.00342432472896,0.986051266414
0.25,0.00317987702962,0.987244095436
0.25,0.00274044708656,0.986650726681
0.0,0.00370939385825,0.986531388494
0.0,0.00317041592249,0.983870966396
0.25,0.00392628074189,0.989836126475
0.0,0.00289563081042,0.987108236347
0.25,0.000145105535252,0.984512513431
0.25,0.00307271903941,0.985107174186
0.25,0.00262814715513,0.983802759942
0.0,0.00331223049135,0.985257339388
0.25,0.00322677158203,0.987481479811
0.25,0.00360388128383,0.988732639715
0.0,0.00302829281289,0.986586673499
0.0,0.00320959749567,0.985152768225
0.25,0.0039881895955,0.985859199291
0.0,0.00264634957581,0.985970876936
0.0,0.00322779991635,0.987181242071
0.25,0.00572503333173,0.985025677314
0.25,0.00322697727585,0.9873620492
0.25,0.00312907469895,0.986703796657
0.25,0.00309575499536,0.987241880407
0.25,0.0024447856689,0.984213014116
0.25,0.00265982144292,0.983856291312
0.0,0.00400443819444,0.985908577389
0.0,0.00342257646625,0.986014809764
0.25,0.00369664178473,0.985843139783
0.25,0.00318244806763,0.98661870009
0.0,0.00261025327519,0.98520897626
0.25,0.00307827236827,0.982559999004
0.0,0.004531692391,0.985417749132
0.0,0.00313041157401,0.986655156982
0.25,0.00411910333526,0.98588513437
0.0,0.00319046945279,0.984187263643
0.0,0.00545765252335,0.985689375128
0.25,0.00376215001066,0.983933358124
0.0,0.00278117122863,0.986451921804
0.25,0.0027650256114,0.984483532475
0.0,0.00410038668002,0.983912407164
0.25,0.00330163820298,0.982965361483
0.0,0.00376718910497,0.986060588409
0.0,0.00322389200329,0.987835433767
0.25,0.00321309402109,0.985065733417
0.25,0.00581995348298,0.983850107617
0.25,0.00390663846445,0.986375408809
0.25,0.00323798095187,0.984894525072
0.25,0.00383629683803,0.986524558558
0.25,0.00270568752621,0.985076070624
0.0,0.00327808801247,0.983302978902
0.25,0.00333423797818,0.987142016332
0.0,0.00335172060527,0.987268830697
0.0,0.00283433890349,0.985520566418
0.0,0.00256695809511,0.984526726879
0.0,0.00311735109454,0.984106873923
0.25,0.00283516154399,0.98576736497
0.0,0.00283063668425,0.986837625322
0.0,0.00275720978527,0.985450975541
0.25,0.00498212614488,0.985379077211
0.25,0.00333506075348,0.985315577846
0.0,0.00314141538482,0.986647681046
0.0,0.00310819839335,0.984506237313
0.25,0.00430894377256,0.985952694823
0.25,0.00479897035247,0.984876619747
0.25,0.00374363904925,0.98333777434
0.25,0.00320260444484,0.986549478425
0.0,0.00279433455501,0.984138992938
0.25,0.00450433726913,0.984985990181
0.0,0.00307343896779,0.983656194435
0.0,0.00305801314414,0.981961277161
0.25,0.00453704002604,0.985665193684
0.25,0.00439471122262,0.986383438563
0.0,0.0028402006383,0.986808460002
0.0,0.00310089693657,0.984059618672
0.25,0.00310069124275,0.984025100021
0.25,0.00316835911904,0.987275568209
0.0,0.00281243426357,0.986202908222
0.0,0.00373160690411,0.985803268044
0.25,0.00324641372468,0.986685152908
0.0,0.00304865488392,0.987074732909
0.0,0.00439450552879,0.98638528438
0.0,0.00348438260774,0.984722670727
0.75,0.00354516028011,0.986427924966
0.25,0.00326317642338,0.986699274174
0.25,0.00457807270885,0.985283920467
0.0,0.00244067206201,0.984846254367
0.0,0.00366393902782,0.986073232828
0.25,0.00305904147847,0.984913168821
0.25,0.00336210733462,0.985947433917
0.0,0.0025150245832,0.984389114155
0.25,0.002586086138,0.984503560648
0.0,0.00293697189917,0.982798306409
0.25,0.00327675113741,0.987006895667
0.25,0.00341877153489,0.987193055884
0.25,0.00348942170204,0.986140608675
0.25,0.00429793996174,0.98598684402
0.25,0.00330996812888,0.985289919555
0.0,0.00259451891081,0.984323861155
0.0,0.00329659910868,0.987516090643
0.0,0.00334904685515,0.987270861121
0.25,0.00264285305039,0.985908761995
0.25,0.00318954396537,0.986719856164
0.25,0.00344047048099,0.986489670695
0.0,0.00360151593965,0.986458197922
0.25,0.00313195414289,0.984469688239
0.25,0.00336272441609,0.987569253043
0.25,0.00328035050974,0.985080593107
0.25,0.00438607275599,0.986092707183
0.25,0.00326070836709,0.987668563057
0.0,0.00342494181043,0.98605080502
0.0,0.00440725760232,0.985472572743
0.0,0.00344293853729,0.986491516755
0.25,0.00338246940565,0.9877459069
0.25,0.00327891078776,0.983036336783
0.25,0.00399168612092,0.985278290349
0.25,0.00314552899171,0.987161767717
0.25,0.00400032458755,0.985824957428
0.0,0.00266866560338,0.985522135448
0.0,0.00546577675542,0.983488493119
0.25,0.00437476053923,0.985930820591
0.0,0.00424261277132,0.985753982128
0.0,0.00309760610498,0.983428593207
0.25,0.00358876400092,0.985633536305
0.0,0.00360871468431,0.986115688808
0.0,0.00264449846619,0.981723984968
0.25,0.00286519055078,0.984404250633
0.0,0.00340087752015,0.987370724953
0.25,0.00294036557768,0.986933243701
0.0,0.00337671038296,0.988153484408
0.0,0.00420291696358,0.986395436981
0.25,0.00365149562982,0.988138901748
0.25,0.00390170221705,0.98472627018
0.0,0.00284030348521,0.98603843739
0.0,0.00260655105595,0.9843645635
0.25,0.00321052298309,0.986842424834
0.25,0.00388010611787,0.985555915674
0.25,0.00345250262613,0.987023601175
0.25,0.00273520229844,0.984660463362
0.0,0.00301245560159,0.987266431062
0.0,0.00352346133401,0.986261885104
0.25,0.00307981493715,0.984585057761
0.0,0.00329773028991,0.98443073953
0.0,0.00309904582695,0.986502592144
0.25,0.00345990692982,0.988506699941
0.25,0.00387424424827,0.985086500013
0.25,0.00420137439469,0.986374762809
0.25,0.00293213849869,0.984560414924
0.0,0.00257220288324,0.985754074552
0.25,0.00352212445895,0.986309786597
0.25,0.00309914867386,0.987521074762
0.0,0.00347245330951,0.983806636183
0.0,0.00306901695496,0.984439046071
0.25,0.00310542179632,0.984464150544
0.25,0.00310686151829,0.985449960329
0.0,0.00335490858996,0.987842355885
0.25,0.00436869297581,0.985521674054
0.25,0.00386478314114,0.988958117853
0.0,0.00312424129847,0.987260985549
0.0,0.00321432804924,0.984614223323
0.25,0.0026446013131,0.985964231606
0.0,0.00343810513681,0.988508084364
0.25,0.00314943676998,0.983289688483
0.25,0.00519263705915,0.984909107732
0.25,0.0043268376525,0.985918360779
0.0,0.00240570694263,0.985064533599
0.0,0.00305297404984,0.983562237509
0.25,0.00254412796778,0.984360687017
0.25,0.00291013101186,0.98594946434
0.0,0.00333670616928,0.987828788437
0.0,0.00317000453484,0.984167327652
0.0,0.00510429857109,0.984790600151
0.25,0.00438267907748,0.985927221138
0.0,0.00318491612392,0.987374140042
0.25,0.0031663023156,0.987614754658
0.25,0.0028468851484,0.985974568813
0.25,0.00304197023903,0.987081193633
0.0,0.00383506280988,0.986075632463
0.25,0.00327325461199,0.987960494255
0.0,0.00360789190901,0.984368162953
0.25,0.00504187548292,0.984963285343
0.25,0.00389676596966,0.985638889393
0.25,0.00327891078776,0.987964278314
0.0,0.00602408842789,0.985138277989
0.0,0.00400700909765,0.986025977577
0.0,0.00302315087167,0.984985990181
0.25,0.00321381381468,0.987484341082
0.0,0.00336426698497,0.987436347165
0.0,0.00294828425072,0.986130825286
0.0,0.00372214579698,0.986301756843
0.0,0.0059781194977,0.983923943947
0.0,0.00322666873511,0.984890925619
