Passenger_count,Trip_distance,Fare_amount,Tip_amount,Total_amount
1,4.36,16,0,16.8
1,1.21,6,0,6.8
1,0.68,4.5,0,6.3
1,0.8,5.5,0,6.3
1,2,9.5,1,11.3
1,1.1,6,1.35,8.15
1,2.3,10,0,10
1,1.5,7.5,1,9.3
2,1.8,9,0,9.8
1,11.7,37,0,37.8
1,2.2,10,2.15,12.95
1,2.8,12,2.55,15.35
4,4.4,17.5,3.65,21.95
2,2.7,11.5,0,12.3
1,2.9,11.5,0,12.3
1,1.2,6,1,7.8
1,0.7,4.5,1.25,7.55
1,1.8,9,1,10.8
1,1.7,8,2,10.8
1,4.4,16,0,16.8
1,2.3,10,0,10.8
1,1.6,8,0,8.8
4,1.3,7,0,7.8
1,0.8,4.5,0,5.3
1,2,9.5,2.25,13.55
1,3.5,13.5,2.85,17.15
1,0.9,5,0,5.8
1,1.7,8.5,0,9.3
2,3.7,15,1.5,17.3
1,2.1,9.5,0,10.3
1,1.5,7,0,7.8
1,1.3,8,1.75,10.55
1,3.4,13,13.8,27.6
1,1.4,7,2.3,10.1
1,1.7,8,0,8.8
1,6.9,30,0,35.54
1,0.7,5,0,6.8
2,0.7,10,0,10
1,0.9,5.5,0,7.3
1,0.8,5,0,5.8
1,5.1,52,0,52.8
1,1.6,7.5,0,8.3
1,8.3,28.5,1,30.3
1,1.5,9,1.95,11.75
1,1.9,9,0,9.8
1,3.5,12.5,0,13.3
1,0,2.5,0,3.3
1,1.1,5.5,0,6.3
1,1.3,6.5,0,8.3
1,1.2,7.5,0,9.3
1,1.9,9,0,9.8
1,0.9,5,1.15,6.95
1,3.1,14.5,0,15.3
1,5.8,17.5,0,18.3
2,2.2,9.5,2.55,12.85
1,1.1,8.5,0,9.3
1,0.7,4.5,1.7,7.5
2,0.8,5,0,5.8
1,4.1,18,0,18.5
1,0.6,4.5,0,5.3
1,0.8,5.5,1.55,7.85
1,3.7,12,0,12.8
1,0.8,5,0,5.8
2,3.3,13.5,0.1,14.4
2,1.9,7.5,0,8.3
1,0.8,5.5,0,7.3
1,2,10,0,10.8
1,1.1,5,1,6.8
1,10.8,31.5,6.45,38.75
2,1.4,10,1,11
1,5.3,19,4.95,24.75
1,9.1,28,3.5,33.3
2,3.6,13.5,2.85,17.15
1,0.7,4.5,0,5.3
1,1.1,5.5,0,7.3
1,1.1,6.5,1.45,8.75
1,1.1,6.5,0,7.3
1,0.1,2.5,0,3.3
1,3.5,11,0,11.8
1,0.5,4.5,0,5.3
1,4.7,19,0,19.8
1,1.2,6,0,6.8
1,0.4,4.5,0,5.3
1,1.9,8,0,9.8
1,1,6.5,1.45,8.75
1,2.5,9,0,9.8
1,0.8,6,1,7.8
2,2.4,11,0,12.8
1,2.4,10,0,10.8
3,1.1,6.5,0,8.3
2,0.1,7,0,7
1,2,8.5,0,9.3
1,15.7,44,2,46.8
1,3.3,14,3.7,18.5
1,5.5,18.5,0,20.3
2,1.4,7,1.55,9.35
1,18.1,52,0,58.34
1,0.6,4,0,4.8
3,1.4,8,0,8.8
1,2.8,12,2.75,16.55
1,0.6,4.5,0,5.3
3,2.9,13.5,0,15.3
1,0.8,5.5,1.55,7.85
1,1,5.5,2,8.3
1,16.3,72.5,0,74.3
1,0.6,4,0,4.8
1,2.9,10.5,0,11.3
1,4,20,0,20.3
2,2.4,9.5,2.05,12.35
1,1.2,6.5,2.15,9.45
1,4,17.5,0,18.3
1,5,17,3.55,21.35
1,1.3,7.5,0,8.3
1,2.3,9,2.45,12.25
1,4.5,16.5,0,17.3
2,11.1,25,0,25
1,2.7,11,2,13.8
1,0.7,5,0,5.8
1,0.6,4.5,0,5.3
2,3.3,13,2.75,16.55
1,4.4,14,2,16.8
1,8.8,26.5,0,27.3
1,3.8,13.5,2.85,17.15
1,1.4,7,0,7.8
1,2.1,9.5,0,10.3
1,4.2,17.5,0,18.3
1,2.9,12,0,12.8
2,2.7,11.5,0,12.3
1,1.5,7,1.55,9.35
3,3.8,14,0,14.8
1,1.1,6.5,0,7.3
1,2.3,10,0,10.8
1,1.2,6.5,2.15,9.45
1,1.7,10,0,10
1,2.1,10,3.2,14
1,1.4,7,1.56,9.36
1,2,9.5,0,10.3
1,1.5,7,0,7.8
1,1.3,6,1.7,8.5
2,2.1,10,0,11.8
1,5.5,18,4.7,23.5
2,7.6,24,5.15,30.95
1,2.6,11.5,0,12.3
1,4.1,15,3.15,18.95
1,2.7,10,0,10
1,0.7,4.5,1.05,6.35
1,1.6,9.5,0,10.3
1,1.5,8,0,8.8
1,0.9,5.5,0,6.3
1,3.1,11.5,2,14.3
2,1.1,7,0,8.8
2,3.3,12,3.8,16.6
1,1.3,7,1.56,9.36
3,1.8,8.5,0,10.3
1,1.8,9,0,9.8
1,10.8,31.5,1,33.3
1,0.3,3,0.75,4.55
1,1.1,5.5,1.25,7.55
1,4.1,14,0,15.8
1,2.2,8.5,0,9.3
1,3.8,14.5,1,17.3
4,2.9,15,0,15.8
1,4.1,16,1,17.8
1,11.2,32,8.2,41
1,4.7,16,3.35,20.15
1,0.7,6.5,0,8.3
2,2.6,11.5,0,12.3
1,2.7,10.5,0,11.3
4,0.7,4.5,0,5.3
2,1,6,0,7.8
1,1.8,8.5,0,9.3
3,7.6,26,0,26.8
1,1.3,7,0,8.3
1,1.4,7.5,0,8.3
1,1.2,6.5,1.65,9.95
2,2.3,9.5,0,10.3
1,3,11,0,11.8
1,2,7.5,0,8.3
2,1.7,9,2.9,12.7
1,2.5,11,0,11.8
2,1.3,6.5,2,9.3
1,15,40.5,8.45,50.75
1,0.9,6,1.35,8.15
1,1.9,8.5,0,9.3
1,7.2,27,0,27.8
1,2.8,12.5,0,13.8
3,1.4,6,0,6.8
1,2.7,11.5,1,13.3
2,2.9,11.5,0,12.3
1,5.1,18.5,2,21.3
1,4.1,14.5,0,15.3
1,1.9,8,0,8.8
1,2.6,10,0,10.8
1,2,9,0,9.8
1,1.4,7,2.3,10.1
1,3.4,13,0,14.8
4,2.5,11,0,11.8
1,1.6,9,1.95,11.75
2,1.2,7,0,7.8
1,0.9,5.5,0,6.3
2,3.8,16,4.45,26.79
1,6.5,21.5,4.46,26.76
1,11.6,32.5,6,39.3
1,0.5,4.5,0,5.3
1,2.5,9.5,3.05,13.35
1,1.3,6.5,1.8,9.1
1,3,12,2.55,15.35
1,2,9,2.15,12.95
1,2.2,10,2.7,13.5
4,6.4,21,6.5,28.3
1,0.7,5.5,0.01,6.31
1,2.1,9,0,9.8
1,4.8,18,0,18.8
1,3.9,21.5,2,24.3
1,1.8,9,2.45,12.25
1,4.7,18.5,3,22.3
1,5.3,21,4.18,32.02
2,1.2,6.5,1,8.3
1,2.8,11.5,2.21,14.51
1,0.3,4,0,5.8
2,2.1,9,2,11.8
1,1.7,7.5,0,8.3
3,1.1,6,1,7.8
1,0.6,4,0.95,5.75
1,1.5,7.5,0,8.3
1,5.8,20.5,4.45,26.75
1,2.5,10.5,2.25,13.55
1,6.9,21.5,0,22.3
1,0.3,3.5,0,4.3
1,4.8,16.5,0,18.3
1,1.1,6,0,6.8
1,0.8,5.5,0,7.3
1,6.5,21.5,4.45,26.75
1,1.4,7,0,7.8
1,2.2,10,0,10.8
1,12.9,40.5,8.25,49.55
2,10.8,34,6.96,41.76
2,1,6,0,6.8
3,1.5,8,0,9.8
3,16.8,45.5,0,46.3
1,2.3,10,0,10.8
1,0,6,1.5,7.5
1,1,5,1.15,6.95
1,1.2,6.5,0,7.3
1,5.1,19,0,19.8
1,1.2,6.5,1.65,9.95
1,11.8,34.5,7.7,44
1,0.8,5,0,6.8
3,2.4,10.5,0,12.3
1,4.1,14,1,16.8
1,0.9,5,1.1,6.9
1,3.8,14,3.15,18.95
1,2,10.5,0,11.8
1,1.6,9.5,2.05,12.35
1,4.8,17,0,17.8
2,3.8,15.5,0,16.3
1,0.6,5,0,6.8
2,1.4,8,1.75,10.55
1,2.9,11,2.35,14.15
1,1.3,7,0,7.8
1,2.6,11.5,0,12.3
1,0,13.5,0,14.3
1,1.4,2.5,4,7.3
1,0.7,5,0,5.8
1,0.2,3,0,3.8
1,3.7,13,2.95,17.75
1,5.9,21,0,22.3
1,2.6,13.5,0,14.3
1,2.5,10,2.15,12.95
1,2,8,0,9.8
2,1.8,8.5,0,9.3
1,2.5,11.5,0,12.3
1,1.2,6,0,6.8
2,1.8,8,0,9.8
1,1.8,7.5,0,8.3
1,9.5,27,5.55,33.35
1,0.4,2.5,0,3.3
1,1.1,6.5,2.15,9.45
1,2,9,0,9.8
1,1.2,6,1.35,8.15
1,1.2,6.5,1.7,9
1,1.2,5.5,1.25,7.55
3,1.4,7.5,1.75,10.55
4,5.3,20,0,21.3
2,1.3,7,0,7.5
1,2,8,0,9.8
1,2.6,14.5,0.7,16
1,1.1,7.5,1.65,9.95
1,1.3,7.5,0,8.8
1,2.6,10.5,0,11.3
1,1.8,8.5,1.85,11.15
2,1,6,0,6.8
1,4.7,19,2,21.8
1,5,15,0,15
1,1.6,7,0,7.8
3,1.3,7.5,1.65,9.95
2,0.5,4.5,0,5.3
1,3.3,13,2.75,16.55
1,0.5,3.5,0,5.3
1,2.8,10.5,1,12.3
1,0.6,4,0,4.8
1,0.7,5,0,5.8
1,2.8,12.5,0,13.3
1,0.7,5.5,1.25,7.55
1,1.8,8,0,8.8
1,2.2,10.5,1.5,12.8
1,1.4,8,0,8.8
1,3.3,12.5,0,13.3
1,0.8,5,0,5.8
3,2.1,9.5,0,10.3
1,0.8,5.5,0.5,6.8
1,3.5,17,2,19.8
1,0.9,6.5,2.15,9.45
1,0.9,6,0,6.8
1,1.4,8.5,1,10.3
1,1.8,7.5,0,8.3
1,1.1,6.5,0,7.3
1,1.2,7,0,7.8
2,1.2,7,0,8.8
1,1.3,8,0,8.8
1,0.6,5.5,0,6.3
1,0.6,4,0,5.8
2,1.2,7,1.95,9.75
2,1.9,8.5,0,9.3
1,1,7,1.2,10
1,1.6,7.5,0,8.3
1,0.6,4.5,0,5.3
2,0.8,5,2.5,8.3
1,14.5,43,0,44.3
1,0,100,0,100.8
1,9.6,33,0,34.8
2,3.3,13.5,0,14.3
2,1.7,8.5,0,9.3
1,1,7.5,0,8.3
2,1.2,5.5,0,7.3
1,3,10.5,3.35,14.65
1,3.3,14.5,0,15.3
1,1.1,5.5,0,6.3
1,2.1,9.5,0,10.3
1,7,28.5,0,29.3
1,0.8,5,0,5.8
1,2,10.5,0,12.3
2,3.8,13.5,3.55,17.85
1,1.6,8.5,1.85,11.15
1,2.4,9,1.95,11.75
3,4.1,12,0,12
1,6.6,22,0,22.8
1,3.1,13.5,8,22.3
1,0.9,5.5,1.25,7.55
1,0.9,5.5,0,6.3
1,8,20,0,20.3
1,2.9,14.5,0,15.3
1,4,22.5,0,23.3
1,4.3,16,0,16.8
1,3.4,15,0,15.8
1,1.8,9.5,0,10.3
1,1.4,7.5,0,8.3
2,3.1,12.5,0,13.3
1,0.7,4.5,0,5.3
1,2.1,10.5,0,12.3
2,1.2,5.5,0,6.3
1,0,6,0,6.8
1,5.7,21,0,21.8
1,1.5,7.5,0,9.3
1,2.3,10.5,0,11.3
1,19.8,73,14.86,89.16
1,9.6,27.5,0,28.3
1,2.2,2.5,0,3.3
1,3.9,14.5,3.06,18.36
1,0.7,4.5,1.05,6.35
3,1.6,8,1,9.8
3,3,12.5,2.65,15.95
1,0.7,4.5,1.25,6.55
1,11.7,36,7.35,44.15
1,0.8,2.5,0,3.3
1,3.4,12,2.75,16.55
1,1.1,6.5,0,7.3
1,4.3,14.5,0,15.3
1,0.4,3.5,1,5.3
1,2.5,10,2.16,12.96
1,8.1,24,4.95,29.75
1,1,6,0,6.8
1,2.6,12,3.2,16
1,2.3,10.5,1.5,12.8
1,2.2,9.5,0,10.3
1,1.5,7,0,7.8
1,2.2,10,0,11.3
1,1.3,8,1,9.8
1,1.7,8.5,0,9.3
1,2.3,11.5,2.45,14.75
1,1,6,0,7.8
1,0.9,6,1.35,8.15
1,1.7,7.5,1.85,11.15
2,1.9,8,1.75,10.55
1,0.6,4.5,1,6.3
1,4.1,18,0,19.8
1,2.6,12,0,12.8
1,1,6,0,6.8
1,0.5,4.5,0,5.3
1,2.6,10.5,0,11.3
2,10.3,35,0,35.8
2,2,9.5,0,10.3
1,4.3,16,0,16.8
1,2.1,9,0,9.8
2,3.2,12,0,12.8
1,1.3,7,0,7.8
2,3.2,11.5,1.5,13.8
1,7.4,25.5,1.7,28
1,0.6,4.5,0,5.3
1,0.7,5,0,6.8
1,2.6,12,0,12.8
1,1.2,6.5,0,7.3
1,1.1,5.5,0,6.3
1,0.7,4.5,0,5.3
1,3.5,10,0,10
1,1.3,6,0,7.8
1,4.5,15,2,17.8
2,2.8,11,2.35,14.15
1,0.4,4,0,4.8
1,1.4,2.5,15,18.3
1,0.6,4.5,0,5.3
1,1.2,6,0,7.8
1,5.1,19.5,4,24.3
2,3.1,12,0,12.8
1,2.4,2.5,15,18.3
1,4.5,17,0,18.8
1,1.7,8,0,8.8
2,0.9,7,0,7.8
2,1.1,6.5,0,7.3
1,6.4,20,0,20.8
1,15.1,45,0,51.34
1,4,15,0,15.8
2,4,2.5,0.66,3.96
1,1.7,8,0,8.8
1,0.7,5.5,0,6.3
2,5.6,17.5,0,19.3
1,1,5.5,0,6.3
1,1,6,0,6.8
1,2.2,10,0,11.3
1,1.4,7,0,7.8
1,2.2,9,2.45,12.25
1,0.9,5,0,5.8
1,0.9,6,0,6.8
1,5,20,0,20.8
1,4.3,17,0,17.8
1,1,5.5,0,6.3
2,5.1,17,0,17.8
1,1,5,1.15,6.95
1,1,7,0,8.8
1,2.5,10.5,0,11.3
1,1,5.5,0,6.8
1,9.5,27.5,6,39.84
2,3.6,12.5,0,13.3
1,0.7,5.5,0,6.3
1,1.8,9.5,0,10.3
2,1,5.5,1.55,7.85
1,1.3,6.5,0,7.3
1,0.5,4.5,0,5.3
6,7.8,23.5,6,35.84
1,9.7,31.5,0,32.3
1,1.2,5.5,0,6.3
1,3.1,11.5,2.45,14.75
1,1,4.5,0,6.3
2,0.01,2.5,0,3.3
1,0.08,2.5,0,3.3
1,0.69,4.5,1,6.3
1,0.27,3.5,0,4.3
1,0.74,5,1.16,6.96
2,0.72,4.5,0,5.3
1,0.85,5,0,5.8
1,0,20,0,20
1,0.68,4,0,4.8
3,0.1,20,0,20.3
1,0.71,5,0,5.8
1,1.11,6,0,6.8
3,0.75,4.5,0,5.3
3,0.97,5.5,0,6.3
1,0.78,4.5,0,5.3
2,1,6,0,6.8
5,0.53,4,0,4.8
1,0.31,3.5,0.86,5.16
1,1.03,6,0,6.8
1,1.63,7.5,1.66,9.96
1,1.25,5.5,0.55,6.85
1,0.71,4.5,0,5.3
3,0.75,-4.5,0,-5.3
1,0.91,5,0,5.8
6,0.61,5,0,5.8
1,0.54,4,0,4.8
1,0.73,4,0,4.8
1,0.7,5,0,5.8
1,1.58,7,2,9.8
1,0.47,4,1.44,6.24
1,0,20,0,20.3
1,0.62,4,0.5,5.3
1,1.75,7.5,1.66,9.96
1,0.91,5,0,5.8
2,1.01,6,0,6.8
1,0.52,4,0,4.8
1,0.94,5.5,1.89,8.19
1,1.03,6,0,6.8
1,0.44,3.5,0,4.3
1,0.98,5,1.16,6.96
1,2.03,9,1.96,11.76
1,0.67,6.5,0,7.3
1,1.07,6.5,0,7.3
1,1.3,7.5,1,9.3
1,1.57,7.5,1.66,9.96
1,0.41,3.5,0,4.3
1,0.43,4,0,4.8
3,1.72,8,1.76,10.56
1,0.28,4,0,4.8
1,0.8,5.5,0,6.3
3,1.63,7,0,7.8
1,1.24,8,1.76,10.56
1,0.64,4.5,0,5.3
1,1.04,5,0,5.8
1,1.61,7.5,0,8.3
1,0.59,4.5,0,5.3
3,0.03,3,0,3.8
1,0.9,6,1.36,8.16
1,1.16,6,2.04,8.84
1,1.1,6.5,0,7.3
2,0.76,5.5,0,7.3
1,0,24,0,24
1,0.85,5.5,0,6.3
5,1.85,8,1.76,10.56
1,0.55,4,1.2,6
1,0.54,4,0,4.8
3,0.71,4.5,1,6.3
1,1.25,6.5,0,7.3
4,0.8,5.5,0,6.3
1,1.62,8,0,8.8
1,2,8,1.76,10.56
1,0.74,5,0,5.8
1,0.9,5.5,0,6.3
1,0.83,5,0,5.8
1,0.94,5,1.74,7.54
1,1.48,7.5,1.66,9.96
1,0.85,5,1.16,6.96
1,1.58,7,0,7.8
1,1.9,8,2.2,11
1,0.85,4.5,1,6.3
3,0,7,0,7.8
1,1.34,6.5,0,7.3
1,1.42,7.5,0,8.3
1,0.94,6,0,6.8
1,2.41,10.5,1.5,12.8
1,2.1,9.5,3.09,13.39
2,2.55,11,0,11.8
1,1,5.5,1.89,8.19
1,1.8,8.5,1.86,11.16
1,1.02,5.5,1.26,7.56
1,1.05,6,0,6.8
1,0.46,4,0,4.8
1,1,6,1.7,8.5
5,1.12,7.5,0,8.3
1,3.35,12.5,1,14.3
1,1.55,7.5,0,8.3
1,0.57,4,0.96,5.76
1,1.33,6.5,0,7.3
1,0.63,4,0,4.8
1,1.94,9,1.96,11.76
2,1.44,8,0,8
1,1.63,8,0,8.8
1,2.28,10,2.16,12.96
1,0.75,5,0,5.8
1,1.87,10.5,0,11.3
1,1.16,6,1.56,9.36
1,1.5,6.5,0,7.3
1,1.48,7,1.56,9.36
1,0.94,6.5,1.46,8.76
1,0.83,4.5,0,5.3
1,1.12,6.5,1.82,9.12
1,1.29,9,0,9.8
1,1.64,8.5,0,9.3
1,1.55,7.5,0,8.3
1,1.41,8.5,0,9.3
1,0.98,5.5,0,6.3
1,2.1,8.5,1.86,11.16
1,1,6,0,6.8
1,0.63,4.5,1.59,6.89
5,1.77,8,0,8.8
1,0.76,7,2.34,10.14
1,0.57,4.5,0,5.3
1,2.81,11.5,0,12.3
1,2,9,0,9.8
1,1.84,9.5,0,10.3
5,2.28,10,2.7,13.5
1,1.63,8.5,0,9.3
1,1.45,9,0,9.8
1,2.52,10.5,0,11.3
1,0.47,4,1.2,6
1,2.06,9,1,10.8
1,1.21,7,0,7.8
1,1.84,9,1.96,11.76
1,0.72,5,1.16,6.96
6,1.63,8.5,0,9.3
1,1.05,6,1.36,8.16
1,2.02,10,0,10.8
1,2.32,11,0,11.8
1,0.88,6,0,6.8
1,3.18,13,2.76,16.56
1,1.85,9,0,9.8
1,2.55,11,1.8,13.6
1,1.03,6,0,6.8
2,1.59,7,0,7.8
1,1.28,7,0,7.8
5,0.65,4,0,4.8
1,4.26,14.5,2,17.3
1,1.8,7.5,3.5,11.8
1,3.12,12,2.56,15.36
1,2.33,11,0,11.8
1,0.3,3.5,0,4.3
1,0.96,7.5,1.66,9.96
1,1.02,6,1.36,8.16
1,1.5,7.5,0,8.3
1,4.28,14,2.96,17.76
1,3.1,11.5,0,12.3
3,0.32,4,0,4.8
1,0.98,6.5,1.46,8.76
1,1.25,8,1,9.8
1,1.66,7.5,1.66,9.96
1,1.43,7.5,0,8.3
1,1.91,8,0,8.8
1,0.68,5,0,5.8
1,1.09,7,0,7.8
1,0.66,5,0,5.8
2,0.91,5,1.45,7.25
1,2.04,9.5,0,10.3
1,3.45,13.5,1.5,15.8
5,0.55,4,1.2,6
1,7.45,22.5,0,23.3
3,0.32,-4,0,-4.8
1,0.64,15,0,15
1,3.15,13.5,0,14.3
1,0.86,5.5,0,6.3
1,0.76,4.5,0,5.3
1,2.59,10,2.16,12.96
1,0.72,5,0,5.8
1,1.11,6,1.36,8.16
1,1.23,7,0,7.8
1,0.61,4.5,1,6.3
1,1.55,7,1,8.8
1,0.78,5,0,5.8
1,1.28,6.5,2.19,9.49
1,0.48,4,0,4.8
1,0.94,5.5,0,6.3
1,1.21,6,1.36,8.16
1,0.35,4,0.1,4.9
1,1.48,7,0,7.8
1,1.38,7.5,0,8.3
1,1.84,8,0,8.8
1,1.1,6,0,6.8
1,1.12,6,0,6.8
1,1.65,8,0.09,8.89
1,0.82,5.5,0,6.3
5,1.94,9,0,9.8
3,0.69,6,0,6.8
1,1.5,8,0,8.8
1,0.98,5.5,1.26,7.56
1,0.34,3.5,0,5.3
2,1.66,7.5,0,8.3
1,2.11,9.5,2.06,12.36
1,1.1,6,1.7,8.5
1,3.51,13,3.45,17.25
1,2.75,11.5,0,12.3
1,0.4,4,0,4.8
5,1.07,6,1.36,8.16
1,1.23,6.5,1.46,8.76
1,3.4,11.5,2.46,14.76
1,3.53,13.5,2.86,17.16
1,0.88,5.5,1.26,7.56
1,1.3,6.5,0,7.3
1,1.12,6,0,6.8
1,2.71,12.5,0,13.3
1,8.77,25.5,6.58,32.88
1,2.62,10,2.7,13.5
1,2.21,9.5,0,10.3
1,1.48,7.5,2.08,10.38
1,0.99,5.5,1.26,7.56
1,3.25,13.5,0,14.3
2,1.51,7.5,0,8.3
2,0.9,5,0,5.8
6,0.93,5.5,0,6.3
1,4.2,15.5,3.26,19.56
1,2.44,10,0,10.8
1,1.06,6,0,6.8
1,3.24,12,0,12.8
1,1.7,8,0,8.8
1,3.44,13.5,2.86,17.16
3,0.9,5,0,5.8
1,4.26,15.5,0,16.3
1,2.64,11.5,2.46,14.76
2,0.02,2.5,0,3.3
1,4.23,15,0,15.8
1,1.17,6.5,0,7.3
1,7.85,24.5,0,25.3
1,4.97,16,0,16
5,2.42,10.5,1.6,12.9
2,0.5,4,0,4.8
1,1.4,7.5,0,8.3
2,4.85,16,0,16.8
1,5.87,18,3.76,22.56
2,0.6,4.5,0,5.3
1,1.71,8,0,8.8
1,0,2.5,0,3.3
1,0.71,4.5,0,5.3
1,0.46,4,0,4.8
1,1.55,8.5,0,9.3
1,1.2,6.5,0,7.3
1,1.46,7.5,1.66,9.96
1,1.25,7,0,7.8
1,0.79,5,0,5.8
1,2.98,11.5,0,12.3
2,0.69,4,0,4.8
1,2.58,10,0,10.8
4,0.72,5,0,5.8
1,1.56,7.5,0,8.3
1,2.79,12,2,14.8
1,1.29,7,0,7.8
3,3.59,14.5,0,15.3
1,1.68,8.5,0,9.3
2,8.24,23.5,0,29.84
1,2.41,10.5,0,11.3
1,3.29,12.5,0,13.3
1,1,5,0,5.8
1,0.93,5.5,0,6.3
1,1.19,7,0,7.8
1,2.76,12,0,12.8
1,1.78,8,0,8.8
1,1.63,7.5,0,8.3
1,1.08,7.5,1.66,9.96
3,1.53,7,0,7.8
1,3.28,12.5,2.66,15.96
2,1.19,6.5,0,7.3
1,0.7,5,1.74,7.54
6,1.3,6.5,1.25,8.55
1,3.34,14,0,14.8
5,3.05,12.5,3.32,16.62
1,0.63,5,0,5.8
5,3.55,14.5,0,15.3
1,0.95,5.5,0,6.3
1,2.09,9,0,9.8
1,2.41,10,2.7,13.5
3,4.54,16.5,4.32,21.62
1,3.02,12.5,0,13.3
1,1.1,6,0,6.8
1,0.62,4.5,0,5.3
1,1.84,10,3.24,14.04
1,1.19,6,1.36,8.16
1,2.51,11.5,0,12.3
1,3.76,13,0,13.8
1,1.96,10,0,10.8
1,0.64,4.5,1.06,6.36
1,1.64,7,0,7.8
1,2.21,9,0,9.8
1,1.14,7,1.95,9.75
1,1.46,6.5,2.19,9.49
1,1.63,9,0,9.8
1,0.94,6.5,0,7.3
5,2.27,12,0,12.8
1,3.89,15.5,0,16.3
1,1.04,5.5,0,6.3
1,0.91,5.5,0,6.3
1,0.65,5,0,5.8
1,1.73,9,1.96,11.76
1,2.41,10,0.2,11
1,2.64,11,2.36,14.16
1,4.08,16.5,3.46,20.76
1,6.78,22,0,22.8
1,0.53,7,0,7
1,1.1,8,0,8.8
1,0.68,5.5,1.7,8
1,2.26,10,2.16,12.96
1,9.32,26.5,5.46,32.76
1,2.34,11.5,0,12.3
1,2.62,11,0,12.8
1,3.89,15.5,0,16.3
1,0.86,5.5,1.26,7.56
1,1.94,7.5,1.66,9.96
1,2.65,10.5,0,11.3
1,0.2,3,0,3.8
1,1.24,8,0,8.8
1,6.73,21,0,21.8
1,3.37,14.5,3.06,18.36
1,4.01,16.5,4.32,21.62
1,2,8.5,0,9.3
1,1.54,7.5,2.08,10.38
1,6.94,22.5,0,23.3
1,2.43,11.5,0,12.3
1,1.59,8,1.76,10.56
1,2.14,10.5,2.26,13.56
1,1.95,10.5,0,11.3
2,2.8,10.5,2.26,13.56
1,1.38,8.5,0,9.3
1,1.19,7,0,7.8
3,0.28,4,0,4.8
1,0.59,4.5,1.06,6.36
1,2.26,9,0,9.8
2,3.52,13,2.76,16.56
1,5.2,18.5,0,19.3
1,0.96,5.5,0,6.3
1,8.19,26,0,26.8
1,0.49,4,0,4.8
1,0,2.5,2,5.3
2,0,35,1,36
1,1.5,8,0,8.8
6,0.4,4,0,4.8
1,1.09,5.5,0,6.3
1,0.98,5.5,0,6.3
1,0.65,5,0,5.8
1,0.76,5,0,5.8
1,0.81,5,0,5.8
1,0.66,5,0,5.8
1,0.82,5.5,0,6.3
1,4.33,15.5,0,16.3
1,1.55,7.5,1.66,9.96
1,1.09,5.5,1.58,7.88
1,1.33,7,0,7.8
1,1.31,7,1.56,9.36
1,0.61,4.5,20,25.3
1,3.78,13.5,2.86,17.16
1,1.87,9.5,0,10.3
1,1.27,7.5,0,8.3
3,0.75,4.5,0,5.3
2,5.96,21,0,21.8
5,1.4,6.5,1.46,8.76
1,1.88,11,0,11.8
1,10.38,30,2,32.8
1,1.42,8,0,8.8
1,0,2.5,0,3.3
1,2.12,11.5,0,12.3
1,1.15,6,0,6.8
1,0,10,0,10
2,2.44,10,0,10.8
1,3.24,12,3.84,16.64
1,1.2,6,0,6.8
1,4.57,16.5,0,17.3
2,1.42,7,0,7.8
2,0.63,4.5,0,5.3
2,4.51,15.5,3.26,19.56
1,0.42,4,0,4.8
1,0.9,5.5,0,6.3
2,0.04,9.99,0,9.99
1,11.21,31.5,0,32.3
1,0.76,5,1.45,7.25
1,1.1,7,0,7.8
1,2.86,11.5,2.46,14.76
2,2.25,10,0,10.8
1,2.3,10.5,1.58,12.88
1,8.24,24.5,5.06,30.36
1,1.89,8,1.76,10.56
1,2.38,11,0,11.8
1,6.1,21.5,2.5,24.8
6,0.84,5,0,5.8
1,1.43,9,0,9.8
5,1.29,6.5,0,7.3
1,1.62,8.5,0,9.3
1,0,-2.5,0,-3.3
2,0.8,6,1.36,8.16
1,1.18,7,0,7.8
1,1.37,7,1.56,9.36
1,1.97,9.5,2.06,12.36
1,3.19,11,0,11.8
1,1.06,5.5,0,6.3
2,1.86,7.5,0,8.3
1,2.77,13.5,0,14.3
1,2.09,9,1.96,11.76
1,3.91,13.5,0,14.3
1,5.68,18,4.7,23.5
1,5.48,17,0,17.8
1,0.84,4.5,0,5.3
1,5.62,20,4.16,24.96
1,2.52,10.5,2.26,13.56
1,1.24,5.5,1,7.3
1,1.49,6.5,0,7.3
5,0.49,4,0,4.8
1,0.89,6,1.36,8.16
1,4.32,15,1,16.8
1,2.04,9.5,2,12.3
1,2.46,11.5,0,12.3
5,2.05,9.5,0,10.3
1,0.59,4.5,1.06,6.36
1,1.02,5.5,1.26,7.56
1,1.58,7.5,1.66,9.96
1,0.95,5,0,5.8
1,1.93,9,0,9.8
2,1.82,9,0,9.8
1,10.56,30,0,36.34
2,1.14,6,0,6.8
2,1.81,8.5,1.86,11.16
1,1.4,7.5,0,8.3
1,0.75,5,0,5.8
1,4.83,18,0,18.8
1,1.21,7.5,0,8.3
1,2.32,10,0,10.8
1,0.86,5.5,0,6.3
1,1.89,8.5,0,9.3
1,2.25,9,1.96,11.76
1,1.59,7,0,7.8
1,1.07,5.5,0,6.3
1,1.28,7,0,7.8
3,1.08,6,1.7,8.5
1,2.67,10.5,0,11.3
1,1.01,5.5,0,6.3
1,1.24,7,0,7.8
1,1.7,7.5,0,8.3
1,3.93,14,0,14.8
1,1.06,6,0,6.8
